id,batch,filename,original_name,width,height,sha256,duplicate_of,decision,identity,notes
parte-03-006,parte-03,006-image-gen-1-11.png,3DeT Victory/image-gen-1(11).png,1086,1448,76ddd7894d8c8561878470ff393283f71410cc836e4bd741332c11673504aec3,,aprovar,Rei do Véu,
parte-03-007,parte-03,007-image-gen-1-12.png,3DeT Victory/image-gen-1(12).png,1086,1448,9f7a023f5f922d8d8095393c24ce28acd7716e943775b54d71eb02cdca96c3c2,,lixo,,
parte-03-008,parte-03,008-image-gen-1-13.png,3DeT Victory/image-gen-1(13).png,1024,1536,aa049f4c2554773726ea29f76be1b060927ec1416db4ba72db110b6a1f25f3b4,,aprovar,Soberano,
parte-03-009,parte-03,009-image-gen-1-14.png,3DeT Victory/image-gen-1(14).png,1122,1402,87c2b2bee9e0f2f914fea03fc8992fd4fd04788a4f2fb64b9fad7738b21a1fb3,,aprovar,Emissário,
parte-03-010,parte-03,010-image-gen-1-15.png,3DeT Victory/image-gen-1(15).png,1122,1402,8d729ccbf2b3b8516a5dde9bc62efe4d1191ec4330957369ad69dfc9b25db433,,aprovar,Emissário,
parte-03-011,parte-03,011-image-gen-1-16.png,3DeT Victory/image-gen-1(16).png,1086,1448,dbf41be518ce89208025437f4c9968c81114b683eb947f54bd086a99c3fad23a,,aprovar,Emissário,
parte-03-012,parte-03,012-image-gen-1-17.png,3DeT Victory/image-gen-1(17).png,1122,1402,6a5ed4dea7506f578796af89c0465d628b2d083c0ba990f071a7d113f43e1c9e,,aprovar,Emissário,
parte-03-013,parte-03,013-image-gen-1-18.png,3DeT Victory/image-gen-1(18).png,1122,1402,28f93097bcf554418cb26745c2b337814aa487bbb0c1d9be0a4d1abbc35005ff,,aprovar,Nexo,
parte-03-014,parte-03,014-image-gen-1-19.png,3DeT Victory/image-gen-1(19).png,1122,1402,e5c6db964a2be5c215f6b13d10646108cc346f1670c7db1a8f5c7b6e7c6805cf,,aprovar,Véspera,
parte-03-015,parte-03,015-image-gen-1-20.png,3DeT Victory/image-gen-1(20).png,1086,1448,36bdbb4aaaf5851dbbff9ca0162dc5d9284b0d3086e164f01b0dd22cd651c55c,,aprovar,Estandarte,
parte-03-016,parte-03,016-image-gen-1-21.png,3DeT Victory/image-gen-1(21).png,1122,1402,6d3d057d282453dc9249cc84681cca7553a62a603b519d6bc207833a420ea7f8,,aprovar,Meridiano,
parte-03-017,parte-03,017-image-gen-1-22.png,3DeT Victory/image-gen-1(22).png,1122,1402,a89ad532bb9e8addef8813decc03b2d835316803ac11193562116d7aba488bbe,,aprovar,Álvaro Siqueira,
parte-04-001,parte-04,001-image-gen-1-3.png,3DeT Victory/image-gen-1(3).png,1024,1536,ed26e0e91600159d513b917cdb32afd968bdca9f2b2733612a2e607404120902,,lixo,,
parte-04-002,parte-04,002-image-gen-1-4.png,3DeT Victory/image-gen-1(4).png,1024,1536,38952b01301f69dc430b1f65ab77d29434c238beb1fa2a6301fd3e10f1603e42,,aprovar,Solar,
parte-04-003,parte-04,003-image-gen-1-5.png,3DeT Victory/image-gen-1(5).png,1024,1536,004c7c8b6f08664e7a84bad70d2c1a6fdb28df2b1586789e57cbcd980ac99913,,lixo,,
parte-04-004,parte-04,004-image-gen-1-6.png,3DeT Victory/image-gen-1(6).png,1024,1536,44f208c7a7a04fb69e05202c2d2340b9e12a9507b2341b8fa06e140d6181bee8,,lixo,,
parte-04-005,parte-04,005-image-gen-1-7.png,3DeT Victory/image-gen-1(7).png,1024,1536,6f74f64810ee7cdb9d5103c5502906bcfae27105209969830fa3f232b8e97aa8,,aprovar,Lia Vasconcelos — Atalho,Identidade confirmada por importação manual de ~/Imagens/Lia Vasconcelos - Atalho.png.
parte-04-006,parte-04,006-image-gen-1-8.png,3DeT Victory/image-gen-1(8).png,1024,1536,2e6282a8eba8bf5ba4da1bdac6f500b931c9fb8b561f78b431859a74c6826eca,parte-03-001,aprovar,Arquiteto,
parte-04-007,parte-04,007-image-gen-1-9.png,3DeT Victory/image-gen-1(9).png,1122,1402,7e8b94583d77abf99c01cfde15a0bbfe5efc00ced705969645e02fc6a338637a,,lixo,,
parte-04-008,parte-04,008-image-gen-1-23.png,3DeT Victory/image-gen-1(23).png,1086,1448,e587a9c32f2245f0a4b9331319378b2fbc00c9e8d8e64f8222a59e183b4a9048,,aprovar,Álvaro Siqueira,
parte-04-009,parte-04,009-image-gen-1-24.png,3DeT Victory/image-gen-1(24).png,1055,1491,4975ea523baea1c085943f070aa7226df58eb9f5c2b71a70805b2bb48ab84998,,lixo,,
parte-04-010,parte-04,010-image-gen-1.png,3DeT Victory/image-gen-1.png,1491,1055,1926d0ce03c76a44faff79ca23d4cb9ac49dba9403525e0688927656586d6a4e,,lixo,,
parte-05-001,parte-05,001-image-gen-2-2.png,3DeT Victory/image-gen-2(2).png,1024,1536,c3565715a6eb20808bbb4e66acc3a13217b65db7e14520cfee731d6f51a63f61,,lixo,,
parte-05-002,parte-05,002-image-gen-2-3.png,3DeT Victory/image-gen-2(3).png,1024,1536,7210ee1f529ed2ae003b34c0a0e54ffe5f5f592fab92e4adc1f9725f81a2497e,,lixo,,
parte-05-003,parte-05,003-image-gen-2-4.png,3DeT Victory/image-gen-2(4).png,1024,1536,a1f068a85e1ae5c9526d1f0be964a7fa5ddebb775f4f4951fefb7e3f951a240b,,aprovar,Prisma,Identidade confirmada por importação manual de ~/Imagens/Prisma.png.
parte-05-004,parte-05,004-image-gen-2-5.png,3DeT Victory/image-gen-2(5).png,1024,1536,8d1b3d9ef4e81b2db3568f85cc947db0e6c4b5d5846aedb3f753b4cbab9df564,,lixo,,
parte-05-005,parte-05,005-image-gen-2-6.png,3DeT Victory/image-gen-2(6).png,1024,1536,8812a72d933eb1c435a164baf37f561bb7150bea8e74f9a78745f9fd268cd347,,lixo,,
parte-05-006,parte-05,006-image-gen-2-14.png,3DeT Victory/image-gen-2(14).png,1122,1402,c9e27258fb123302a65e371bac39824a2d5c5380eaba6db65558fbe746628484,,aprovar,Regente,
parte-05-007,parte-05,007-image-gen-2-15.png,3DeT Victory/image-gen-2(15).png,1122,1402,32be19302485ff88377de35b2d10807b08a4a215fa0f345b000ccb2ded33590a,,aprovar,Regente,
parte-05-008,parte-05,008-image-gen-2-16.png,3DeT Victory/image-gen-2(16).png,1086,1448,7474c843ef01d532bf8d5b66fb2a62f5aac781ffe569391f0f6c79445446e3b8,,aprovar,Regente,
parte-05-009,parte-05,009-image-gen-2-17.png,3DeT Victory/image-gen-2(17).png,1122,1402,5d06b9040f5565598ad185ea9dea87992934592abe3b3c36092c687583a52801,,aprovar,Regente,
parte-05-010,parte-05,010-image-gen-2-18.png,3DeT Victory/image-gen-2(18).png,1122,1402,5e7e52697c5cebd4959db3aacaf7b50d7bcd2af519d8a58aea8e9d1d71ad785a,,aprovar,Bastião,
parte-05-011,parte-05,011-image-gen-2-19.png,3DeT Victory/image-gen-2(19).png,1122,1402,b20aea29fe50b891312cdd50f8bbb7d80186a625451d2c7238038c00bb6203ea,parte-03-002,aprovar,Custódio,
parte-05-012,parte-05,012-image-gen-2-20.png,3DeT Victory/image-gen-2(20).png,1086,1448,0f4747fa891997812f039628e244a54a489311c013b3e393473fb15883a2d8c2,,aprovar,Ruptura,
parte-05-013,parte-05,013-image-gen-2-21.png,3DeT Victory/image-gen-2(21).png,1122,1402,f2dd79d4a3cfbbeff39ceaf637407698e87100bb855e748b2f6c08534f1010f2,,lixo,,
parte-05-014,parte-05,014-image-gen-2-22.png,3DeT Victory/image-gen-2(22).png,1122,1402,c797200069cb7ad2474f114ea0404296cd1cc96dfc964a51e004faeec04a9b70,,lixo,,
parte-05-015,parte-05,015-image-gen-2-23.png,3DeT Victory/image-gen-2(23).png,1086,1448,c4a3186672ac7a9c9e54caf5b5ed851f7a64d4686275a62660ab2a651f4f9b59,,aprovar,Dalva Menezes,
parte-05-016,parte-05,016-image-gen-2-24.png,3DeT Victory/image-gen-2(24).png,1055,1491,8ee644319159f26b48c285e31d16e3aac8839f5baddae81cd2fc3c51bd7fefa9,,lixo,,
parte-06-001,parte-06,001-image-gen-2-7.png,3DeT Victory/image-gen-2(7).png,1024,1536,99c92e01ffa4ce71c62bda5187986ebf1e26cfe085231197ec9baa95a6152bef,,aprovar,Ravi Moura — Trama,
parte-06-002,parte-06,002-image-gen-2-8.png,3DeT Victory/image-gen-2(8).png,1024,1536,47b1a5756145292e9e75ae59117f6f7b84c947a4fc999f7177bb195b500448e8,,aprovar,Mecenas,
parte-06-003,parte-06,003-image-gen-2-9.png,3DeT Victory/image-gen-2(9).png,1122,1402,cfda729dcecb095eb57cecc02549bf6b43bbcca41a26ace4ca44248aa195028e,,aprovar,Mãe da Maré,
parte-06-004,parte-06,004-image-gen-2.png,3DeT Victory/image-gen-2.png,1491,1055,76422d10d1dae82a36fe85a306ee25becbc26c03ab2f3c127dda942173961316,,lixo,,
parte-06-005,parte-06,005-image-gen-3-1.png,3DeT Victory/image-gen-3(1).png,1024,1536,c41ee570e5aae877f9e490ecd3d29319b214530ffb31d3b9ed5266b9915b1fe9,,lixo,,
parte-06-006,parte-06,006-image-gen-3-2.png,3DeT Victory/image-gen-3(2).png,1536,1024,43077e3d85a017e0555333c15dd870ce3dae0d0a94439bdc7199afab96f93c7d,,lixo,,
parte-06-007,parte-06,007-image-gen-3-10.png,3DeT Victory/image-gen-3(10).png,1086,1448,82330132d53c52d2c1fa3a0fe28a5dfea1618defd9305c6f7c7bd9979e8007bd,,lixo,,
parte-06-008,parte-06,008-image-gen-3-11.png,3DeT Victory/image-gen-3(11).png,1086,1448,65dab029bcf824f2a3034f9360fbc61b0d32416ed8bce3d7fd10c42e59b91b4e,,aprovar,Ascendente,
parte-06-009,parte-06,009-image-gen-3-12.png,3DeT Victory/image-gen-3(12).png,1122,1402,c49358931ed025857aac4012ac79a87724809f8c127704b3e8335fc05b9007c0,,aprovar,Arauto do Horizonte,
parte-06-010,parte-06,010-image-gen-3-13.png,3DeT Victory/image-gen-3(13).png,1122,1402,b87660d039fb864b2fbfa9947c0b279018b191fe3d1292f702afa5ea4cdee1bc,,aprovar,Arauto do Horizonte,
parte-06-011,parte-06,011-image-gen-3-14.png,3DeT Victory/image-gen-3(14).png,1086,1448,a0f0032c1e283bebff52b3438601ff70e7740fff87793ebba87257780aa4398f,,aprovar,Arauto do Horizonte,
parte-06-012,parte-06,012-image-gen-3-15.png,3DeT Victory/image-gen-3(15).png,1122,1402,87ba3c5d145517f2540109aa9525f0c66fe48114e20b9a78910837bf910d3b99,,aprovar,Arauto do Horizonte,
parte-06-013,parte-06,013-image-gen-3-16.png,3DeT Victory/image-gen-3(16).png,1122,1402,988ebeaf58214c0b5f5b66ae5112718cd5262b565e6ca0d1d3c7dfdffcfcaf81,,aprovar,Contramedida,
parte-06-014,parte-06,014-image-gen-3-17.png,3DeT Victory/image-gen-3(17).png,1122,1402,2715879028aa8d12e3fd47cb2bcbb7cba5f95e1cb041c02760d03033848d1a38,,aprovar,Sutura,
parte-06-015,parte-06,015-image-gen-3-18.png,3DeT Victory/image-gen-3(18).png,1086,1448,c866e137e1013955cc0b29504154dfcc27fc5653337d5219bd0e155ae443d88f,,aprovar,Síncope,
parte-06-016,parte-06,016-image-gen-3-19.png,3DeT Victory/image-gen-3(19).png,1122,1402,cc1c5bcbb24eeb1983b3baefaddbaf88993be5e7779ac8d19abb0bc7a406f2b0,,aprovar,Paralaxe,
parte-07-001,parte-07,001-image-gen-3-3.png,3DeT Victory/image-gen-3(3).png,1024,1536,4c6a9f2d921bf4eacbc9a17c17e7b59495e4661c7e023c9314436e044a97aeba,,lixo,,
parte-07-002,parte-07,002-image-gen-3-4.png,3DeT Victory/image-gen-3(4).png,1024,1536,06b460957fd0fc7976be4d10d3705246858f5b2c34c7ff6cc3bf1c858423b5d7,,aprovar,Colosso,Identidade confirmada por importação manual de ~/Imagens/Colosso.png.
parte-07-003,parte-07,003-image-gen-3-5.png,3DeT Victory/image-gen-3(5).png,1024,1536,ae68775766b191dab0c5758c22be8add8cae50b5a600d0191ffe116fc12e3043,,lixo,,
parte-07-004,parte-07,004-image-gen-3-6.png,3DeT Victory/image-gen-3(6).png,1024,1536,d4c130b61b879c3711c19a2acaa1ea6eacb9a6ea7d2bfc58e12fbb7410877b7a,,lixo,,
parte-07-005,parte-07,005-image-gen-3-7.png,3DeT Victory/image-gen-3(7).png,1024,1536,9b4c7e9f15e0903443ec722d524b408e8c3d1e66067de20dc8e0813b5172da96,,aprovar,Cecília Dantas — Prumo,
parte-07-006,parte-07,006-image-gen-3-8.png,3DeT Victory/image-gen-3(8).png,1024,1536,fc96414ee3bb87cdb373cde4b54e702be64ece658037cb156d2dc1563251e6a4,,aprovar,Zero,
parte-07-007,parte-07,007-image-gen-3-9.png,3DeT Victory/image-gen-3(9).png,1122,1402,5f47fff87c995b6c3b8baa3016e7d3d819d9659cf0f311a8d8c4af0bfa97a04b,,aprovar,Hierofante,
parte-07-008,parte-07,008-image-gen-3-20.png,3DeT Victory/image-gen-3(20).png,1122,1402,a0e642d64769912c4047841d41cfb2aeb3940bbfd66a65e10d2b200e7d9eff69,,aprovar,Lívia Monteiro — Métrica,
parte-07-009,parte-07,009-image-gen-3-21.png,3DeT Victory/image-gen-3(21).png,1086,1448,c688de37387ebe34a02e352192406a39594db7c502756c7b54047030f8293d25,,aprovar,Lívia Monteiro — Métrica,
parte-07-010,parte-07,010-image-gen-3-22.png,3DeT Victory/image-gen-3(22).png,1055,1491,000d303020e0f61c6d09819a10387b8bd679b80deb138b9ffb417a9e5b3c7e7a,,lixo,,
parte-07-011,parte-07,011-image-gen-3.png,3DeT Victory/image-gen-3.png,1491,1055,37d2ccd8d479e5349e9f9067c1c24d2b8fbd986c1ea162bada77a66ec8042767,,lixo,,
parte-07-012,parte-07,012-image-gen-4-1.png,3DeT Victory/image-gen-4(1).png,1024,1536,310a96cc4a662a818794ca95c06efdc083771e9e34ad9106292fe40749fc25e1,,lixo,,
parte-07-013,parte-07,013-image-gen-4-10.png,3DeT Victory/image-gen-4(10).png,1086,1448,b1fc49df05cc646ace7afba0230283cb0d4c181258680ce77ebac3f7ffc58630,,aprovar,Rasante,
parte-07-014,parte-07,014-image-gen-4-11.png,3DeT Victory/image-gen-4(11).png,1122,1402,5a7b5bee04dabdbe804e1fd1b569da9d39bec0751a6ef9f24b7df687b0ed3d32,,aprovar,Peregrino,
parte-07-015,parte-07,015-image-gen-4-12.png,3DeT Victory/image-gen-4(12).png,1122,1402,e421a5288b45caef4f6b83c428ae7560efdad1d760d89ae73dee07e1729e2082,,pendente,,
parte-07-016,parte-07,016-image-gen-4-13.png,3DeT Victory/image-gen-4(13).png,1086,1448,84611786eb15a591ec8d93687445e5bbda3b04ee6c9b59b600bbcd026ba5d3c0,,lixo,,
parte-08-001,parte-08,001-image-gen-4-2.png,3DeT Victory/image-gen-4(2).png,1024,1536,2fe4fdc978e43fb17797d5c965c9ffeeec675fea9cbd207274d2231a04d90707,,lixo,,
parte-08-002,parte-08,002-image-gen-4-3.png,3DeT Victory/image-gen-4(3).png,1024,1536,04d07be418c2c506644a67a347fc0f33b7394979484ab9a542358cc9e15c468f,,lixo,,
parte-08-003,parte-08,003-image-gen-4-4.png,3DeT Victory/image-gen-4(4).png,1024,1536,a5fcb3180b98382f4f90ce7c41bbaabf3716b3860067324571b56c7c6eff4b62,,aprovar,Multiplex,
parte-08-004,parte-08,004-image-gen-4-5.png,3DeT Victory/image-gen-4(5).png,1024,1536,8887fe2e9c8f538d1ec890cfd09bff7cb2a54c21663aee5ffa658c805fbc8316,,lixo,,
parte-08-005,parte-08,005-image-gen-4-6.png,3DeT Victory/image-gen-4(6).png,1024,1536,477058b055797374b27ee6ccd39835882ef8650e11dd21976e8da09cde7550cb,,lixo,,
parte-08-006,parte-08,006-image-gen-4-7.png,3DeT Victory/image-gen-4(7).png,1024,1536,d5100b92a2bbadb23e78f7419394492a8356ce0cf3b5e44d27f35b47741c773d,,aprovar,Noah Sato — Gambito,
parte-08-007,parte-08,007-image-gen-4-8.png,3DeT Victory/image-gen-4(8).png,1122,1402,68ff03a040995577d7bc87aa498229a2262893d7f17159f6232b94fccee10ed6,,aprovar,Rastro,
parte-08-008,parte-08,008-image-gen-4-9.png,3DeT Victory/image-gen-4(9).png,1122,1402,5b7ea986a6c0bb5c208f3ae5f7517a98e230cc939849107a7b1c49857c098b52,,aprovar,Presságio,
parte-09-001,parte-09,001-image-gen-5-8.png,3DeT Victory/image-gen-5(8).png,1122,1402,67b1109b87cb11d82b390a771a624ccb7a763ff99e3e5c1350b3a3fc84467fa4,,aprovar,Janaína Rocha — Âncora,
parte-09-002,parte-09,002-image-gen-5-9.png,3DeT Victory/image-gen-5(9).png,1086,1448,63f3cda24ec688ae9d3bf4145491f0b839392b62302914a4f7a9fc718eacfea2,,aprovar,Janaína Rocha — Âncora,
parte-09-003,parte-09,003-image-gen-5.png,3DeT Victory/image-gen-5.png,1491,1055,e0847dd271f9e6770826f6afab0ca13de65b7f46d2ca1bf71e3e64fb3494cf3c,,lixo,,
parte-09-004,parte-09,004-image-gen-6-1.png,3DeT Victory/image-gen-6(1).png,1024,1536,6101e76671a949bda2d0d69647ff88bd9cc20731d6b1a1885865a312ed54edca,,lixo,,
parte-09-005,parte-09,005-image-gen-6-2.png,3DeT Victory/image-gen-6(2).png,1024,1536,4578435a6a0e8cb65a9f76e83ebe520afc2356ae1c2fc5c28a84494aca11765d,,lixo,,
parte-09-006,parte-09,006-image-gen-6-3.png,3DeT Victory/image-gen-6(3).png,1024,1536,8fca6b6a8754f3e3ca603fd29f3a7aaa130e15a1f265d74852e9f624310da606,,lixo,,
parte-09-007,parte-09,007-image-gen-6-4.png,3DeT Victory/image-gen-6(4).png,1024,1536,1ceba932a44a6797da28088c0846bdd6c0fc15c1908b16392950b99a42b7dbf1,,aprovar,Oráculo,
parte-09-008,parte-09,008-image-gen-6-5.png,3DeT Victory/image-gen-6(5).png,1024,1536,d83c01e9f203efda52d8bce8ced8f76307f8610298b864527f9b68d12c4a1ce9,,lixo,,
parte-09-009,parte-09,009-image-gen-6-6.png,3DeT Victory/image-gen-6(6).png,1024,1536,4019194f6addf2054c17ce97e7132978091892626fdf52bf029ec5030142be05,,lixo,,
parte-09-010,parte-09,010-image-gen-6-7.png,3DeT Victory/image-gen-6(7).png,1024,1536,081edd5edd5af4275d1c373f49191e5a15a324706d7003a80deaf432b3be6459,,aprovar,Ícaro Tavares — Refrão,
parte-09-011,parte-09,011-image-gen-6-8.png,3DeT Victory/image-gen-6(8).png,1122,1402,aef16bb3153dc1c35b0bb876928e6167e70e56ea7052af966825f25d2c4376fa,,aprovar,Raul Farias — Vestígio,
parte-09-012,parte-09,012-image-gen-6-9.png,3DeT Victory/image-gen-6(9).png,1086,1448,7da9e89e29d84615cfe989ae44e28df31379e37103cb04e36a49eb76374aa9bd,,aprovar,Raul Farias — Vestígio,
parte-09-013,parte-09,013-image-gen-6.png,3DeT Victory/image-gen-6.png,1491,1055,d041732868e7bac5d92f474f43755bdd99000571bee4023ae136a27567b52ba4,,lixo,,
parte-09-014,parte-09,014-image-gen-7-1.png,3DeT Victory/image-gen-7(1).png,1024,1536,4c315d08629fd81e6ad26b56647929735aefbda93c3900032aa4d0f47ce364a3,,lixo,,
parte-09-015,parte-09,015-image-gen-7-2.png,3DeT Victory/image-gen-7(2).png,1024,1536,2a3541c05150935e32827d7258b7edb8718cd112b7e5859adc8db79c4b62e9f2,,lixo,,
parte-09-016,parte-09,016-image-gen-7-3.png,3DeT Victory/image-gen-7(3).png,1024,1536,ffa4a6cd96b15f1bbe4fc2cb16b24a7c748af1c42d8658e83bffae1037a487f8,,aprovar,Sofia Mendonça — Pulso,
parte-10-001,parte-10,001-image-gen-7-4.png,3DeT Victory/image-gen-7(4).png,1122,1402,8667108fe43eb3f5550338fbcce60ce6a3b4c5dbaab90d70c02ee32299b059ec,,aprovar,Dra. Samira Nasser,
parte-10-002,parte-10,002-image-gen-7-5.png,3DeT Victory/image-gen-7(5).png,1086,1448,f153660fd984d0b3371281ddf8ca13911434bea88b33e7e6e7399b829ea4037d,,aprovar,Dra. Samira Nasser,
parte-10-003,parte-10,003-image-gen-7.png,3DeT Victory/image-gen-7.png,1491,1055,8864745f5ab0199ebe7e7b2a01cfe48b63f0a43500e7733c50bc1c9d72927137,,lixo,,
parte-10-004,parte-10,004-image-gen-8-1.png,3DeT Victory/image-gen-8(1).png,1024,1536,86c1102998c1b3b023cbf539f6693932730ceb8c54b280b6d3c4feafca273c43,,lixo,,
parte-10-005,parte-10,005-image-gen-8-2.png,3DeT Victory/image-gen-8(2).png,1024,1536,613afdf2a30baf35ec11cbe09f279e162b4d7d2262b64f88485cf898a2ed5a4a,,aprovar,Dante Arcos — Órbita,
parte-10-006,parte-10,006-image-gen-8-3.png,3DeT Victory/image-gen-8(3).png,1122,1402,1c581bcbd61a4c24c5366bcb4a36bb1268632d324b3996d1eb64e37623dad0d5,,aprovar,Beatriz Leal,
parte-10-007,parte-10,007-image-gen-8-4.png,3DeT Victory/image-gen-8(4).png,1086,1448,78cc03875fbf1c9a9b6c7b4486201798de63a465e9b8889831fc7a3ab21ba628,,aprovar,Beatriz Leal,
parte-10-008,parte-10,008-image-gen-8.png,3DeT Victory/image-gen-8.png,1024,1536,241123fe96a06880c70e70aa6efd210d070447fb827b7bdec8b3d6dc425ef2cf,,lixo,,
parte-10-009,parte-10,009-mecenas.png,3DeT Victory/mecenas.png,1024,1536,47b1a5756145292e9e75ae59117f6f7b84c947a4fc999f7177bb195b500448e8,parte-06-002,aprovar,Mecenas,
parte-10-010,parte-10,010-pressagio.png,3DeT Victory/pressagio.png,1122,1402,5b7ea986a6c0bb5c208f3ae5f7517a98e230cc939849107a7b1c49857c098b52,parte-08-008,aprovar,Presságio,
parte-10-011,parte-10,011-sutura.png,3DeT Victory/sutura.png,1122,1402,2715879028aa8d12e3fd47cb2bcbb7cba5f95e1cb041c02760d03033848d1a38,parte-06-014,aprovar,Sutura,
parte-10-012,parte-10,012-vespera.png,3DeT Victory/vespera.png,1122,1402,e5c6db964a2be5c215f6b13d10646108cc346f1670c7db1a8f5c7b6e7c6805cf,parte-03-014,aprovar,Véspera,
parte-10-013,parte-10,013-zero.png,3DeT Victory/zero.png,1024,1536,fc96414ee3bb87cdb373cde4b54e702be64ece658037cb156d2dc1563251e6a4,parte-07-006,aprovar,Zero,
manual-01-001,manual-01,001-caio-ventura-impacto.png,~/Imagens/Caio Ventura - Impacto.png,1024,1536,b7377edeef46178eb0c4221e200a205d28234169b1489139efad4b1b9af145c5,,aprovar,Caio Ventura — Impacto,"Importação manual de ~/Imagens/Caio Ventura - Impacto.png, aprovada e identificada por solicitação explícita."
manual-01-002,manual-01,002-malu-serrano-rasura.png,~/Imagens/Malu Serrano - Rasura.png,1024,1536,6c039ed419d3c03d2593225811939591e8982f3ca2007d1fed1ae82b7fbf8542,,aprovar,Malu Serrano — Rasura,"Importação manual de ~/Imagens/Malu Serrano - Rasura.png, aprovada e identificada por solicitação explícita."
